0.437 0.417 4.95 11.78
0.437 0.401 6.13  2.99
0.453 0.412 11.01 1.09
0.463 0.434 8.89  0.34
0.501 0.486 16.68 0.65
0.398 0.330 21.85 0.15
0.464 0.309 20.88 0.10
0.471 0.432 27.30 0.10
0.430 0.321 23.90 0.06
0.479 0.423 29.22 0.05
0.475 0.385 31.63 0.03
